Created date / time : 22 August 2026 / 15:19:00
Bank 12; Branch 3015; Account 0001464-55 (Savings On Call)
From date 20240822
To date 20260822
Avail Bal : 50.49 as of 20260821
Ledger Balance : 50.49 as of 20260822
Date,Unique Id,Tran Type,Cheque Number,Payee,Memo,Amount
2025/04/12,2025041201,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.00
2025/04/13,2025041301,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-40.00
2025/04/27,2025042701,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",160.00
2025/05/02,2025050201,INT,,"ASB BANK - INTEREST","CR.INT TO 01/05/2025",0.30
2025/05/02,2025050202,DEBIT,,"IRD:TAX ON INTEREST","",-0.03
2025/05/08,2025050801,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",100.00
2025/05/11,2025051101,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2025/05/14,2025051401,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2025/05/16,2025051601,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2025/05/18,2025051801,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-75.00
2025/05/21,2025052101,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",302.32
2025/05/21,2025052102,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-00",-302.32
2025/05/21,2025052103,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",125.00
2025/05/25,2025052501,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-100.00
2025/05/26,2025052601,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2025/05/29,2025052901,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2025/05/30,2025053001,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-30.00
2025/05/30,2025053002,TFR OUT,,"FN TRANSFER","TO 12-3015- 0001464-50",-40.00
2025/05/31,2025053101,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-60.00
2025/06/01,2025060101,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-70.00
2025/06/01,2025060102,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-30.00
2025/06/01,2025060103,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-70.00
2025/06/02,2025060201,INT,,"ASB BANK - INTEREST","CR.INT TO 01/06/2025",0.34
2025/06/02,2025060202,DEBIT,,"IRD:TAX ON INTEREST","",-0.03
2025/06/05,2025060501,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",100.00
2025/06/05,2025060502,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",100.00
2025/06/06,2025060601,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-80.00
2025/06/08,2025060801,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.00
2025/06/12,2025061201,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.00
2025/06/13,2025061301,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-51",600.00
2025/06/13,2025061302,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-80.00
2025/06/13,2025061303,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-00",-300.00
2025/06/20,2025062001,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",100.00
2025/06/24,2025062401,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-150.00
2025/06/27,2025062701,TFR OUT,,"FN TRANSFER","TO 12-3015- 0001464-50",-150.00
2025/06/30,2025063001,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-75.00
2025/07/02,2025070201,INT,,"ASB BANK - INTEREST","CR.INT TO 01/07/2025",0.11
2025/07/02,2025070202,DEBIT,,"IRD:TAX ON INTEREST","",-0.01
2025/07/04,2025070401,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",175.00
2025/07/08,2025070801,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-40.00
2025/07/09,2025070901,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-60.00
2025/07/10,2025071001,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.00
2025/07/10,2025071002,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.00
2025/07/12,2025071201,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.00
2025/07/16,2025071601,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",60.00
2025/07/19,2025071901,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2025/07/21,2025072101,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-30.00
2025/07/21,2025072102,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.77
2025/08/01,2025080101,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",100.00
2025/08/02,2025080201,INT,,"ASB BANK - INTEREST","CR.INT TO 01/08/2025",0.04
2025/08/09,2025080901,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2025/08/09,2025080902,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.00
2025/08/10,2025081001,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.00
2025/08/16,2025081601,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-10.00
2025/08/21,2025082101,TFR IN,,"FN TRANSFER","EX 12-3015- 0001464-00",100.00
2025/08/22,2025082201,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-100.04
2025/08/30,2025083001,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",50.00
2025/09/01,2025090101,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2025/09/02,2025090201,INT,,"ASB BANK - INTEREST","CR.INT TO 01/09/2025",0.02
2025/09/12,2025091201,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",150.00
2025/09/18,2025091801,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2025/09/18,2025091802,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2025/09/20,2025092001,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2025/09/30,2025093001,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",100.00
2025/09/30,2025093002,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",95.60
2025/10/01,2025100101,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-40.00
2025/10/01,2025100102,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-40.00
2025/10/02,2025100201,INT,,"ASB BANK - INTEREST","CR.INT TO 01/10/2025",0.02
2025/10/04,2025100401,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2025/10/08,2025100801,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",100.00
2025/10/10,2025101001,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-40.00
2025/10/18,2025101801,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2025/10/22,2025102201,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",125.00
2025/10/25,2025102501,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2025/10/26,2025102601,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2025/10/26,2025102602,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2025/10/28,2025102801,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.00
2025/10/28,2025102802,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-10.00
2025/10/30,2025103001,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.64
2025/11/02,2025110201,INT,,"ASB BANK - INTEREST","CR.INT TO 01/11/2025",0.04
2025/11/08,2025110801,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",100.00
2025/11/10,2025111001,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.00
2025/11/10,2025111002,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-80.00
2025/12/03,2025120301,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",140.00
2025/12/09,2025120901,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-40.00
2025/12/11,2025121101,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2025/12/13,2025121301,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2025/12/17,2025121701,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",300.00
2025/12/19,2025121901,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2025/12/19,2025121902,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2025/12/19,2025121903,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-30.00
2025/12/19,2025121904,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-30.00
2025/12/19,2025121905,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-40.00
2025/12/20,2025122001,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2025/12/22,2025122201,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2026/01/02,2026010201,INT,,"ASB BANK - INTEREST","CR.INT TO 01/01/2026",0.01
2026/01/07,2026010701,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",300.00
2026/01/11,2026011101,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-60.00
2026/01/12,2026011201,TFR OUT,,"FN TRANSFER","TO 12-3015- 0001464-50",-120.00
2026/01/14,2026011401,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-10.00
2026/01/15,2026011501,TFR OUT,,"FN TRANSFER","TO 12-3015- 0001464-50",-20.00
2026/01/17,2026011701,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-40.00
2026/01/17,2026011702,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2026/01/24,2026012401,TFR IN,,"FN TRANSFER","EX 12-3015- 0001464-52",100.39
2026/01/25,2026012501,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-100.00
2026/02/02,2026020201,INT,,"ASB BANK - INTEREST","CR.INT TO 01/02/2026",0.01
2026/02/05,2026020501,TFR IN,,"FN TRANSFER","EX 12-3015- 0001464-52",100.00
2026/03/02,2026030201,INT,,"ASB BANK - INTEREST","CR.INT TO 01/03/2026",0.01
2026/04/02,2026040201,INT,,"ASB BANK - INTEREST","CR.INT TO 01/04/2026",0.01
2026/04/14,2026041401,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",100.00
2026/05/02,2026050201,INT,,"ASB BANK - INTEREST","CR.INT TO 01/05/2026",0.01
2026/05/05,2026050501,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2026/05/07,2026050701,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.00
2026/05/12,2026051201,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.00
2026/05/12,2026051202,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2026/05/14,2026051401,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.00
2026/05/20,2026052001,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",100.00
2026/05/24,2026052401,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.00
2026/05/24,2026052402,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.00
2026/05/28,2026052801,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-30.00
2026/05/28,2026052802,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-40.00
2026/06/02,2026060201,INT,,"ASB BANK - INTEREST","CR.INT TO 01/06/2026",0.01
2026/06/04,2026060401,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-30.00
2026/08/21,2026082101,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",25.00
2026/08/21,2026082102,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",25.00
